,Algorithm,Instance,Number of States,Extracted Number of States,RunNumber,Time(s),LastTokenQuery,EquivalenceQuery,Tree Depth,Inner Nodes,Accuracy_in_target,Accuracy_anywhere,IsEquivalentExact,IsEquivalentOmitZero,IsMinimal
79,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_0,1001,730,10,76.60107000009157,27830,141,6,23,1.0,0.048,False,True,True
80,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_4,1001,733,1,80.79358911700547,27808,146,6,24,1.0,0.056,False,True,True
81,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_4,1001,733,2,77.70174927311018,27808,146,6,24,1.0,0.056,False,True,True
82,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_4,1001,733,3,80.9718112880364,27808,146,6,24,1.0,0.056,False,True,True
83,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_4,1001,733,4,76.86251158406958,27808,146,6,24,1.0,0.056,False,True,True
84,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_4,1001,733,5,77.25575259001926,27808,146,6,24,1.0,0.056,False,True,True
85,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_4,1001,733,6,79.74431040207855,27808,146,6,24,1.0,0.056,False,True,True
86,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_4,1001,733,7,77.0557661128696,27808,146,6,24,1.0,0.056,False,True,True
87,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_4,1001,733,8,77.3630017270334,27808,146,6,24,1.0,0.056,False,True,True
88,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_4,1001,733,9,79.43398250592873,27808,146,6,24,1.0,0.056,False,True,True
89,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_4,1001,733,10,76.97978772688657,27808,146,6,24,1.0,0.056,False,True,True
90,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_3,251,176,1,1.7907143509946764,6710,37,6,14,1.0,0.049,False,True,True
91,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_3,251,176,2,3.2414127949159592,6710,37,6,14,1.0,0.049,False,True,True
92,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_3,251,176,3,1.7492058440111578,6710,37,6,14,1.0,0.049,False,True,True
93,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_3,251,176,4,3.156527057988569,6710,37,6,14,1.0,0.049,False,True,True
94,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_3,251,176,5,1.7724998057819903,6710,37,6,14,1.0,0.049,False,True,True
95,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_3,251,176,6,3.100974316941574,6710,37,6,14,1.0,0.049,False,True,True
96,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_3,251,176,7,2.9461692329496145,6710,37,6,14,1.0,0.049,False,True,True
97,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_3,251,176,8,1.8223323849961162,6710,37,6,14,1.0,0.049,False,True,True
98,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_3,251,176,9,3.100456055952236,6710,37,6,14,1.0,0.049,False,True,True
99,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_250_3,251,176,10,1.7950948039069772,6710,37,6,14,1.0,0.049,False,True,True
100,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_2,1000,725,1,67.89602575800382,28017,143,5,22,1.0,0.049,False,True,True
101,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_2,1000,725,2,67.26942180003971,28017,143,5,22,1.0,0.049,False,True,True
102,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_2,1000,725,3,70.87971913116053,28017,143,5,22,1.0,0.049,False,True,True
103,QuantNaryTreeLearner_Omit_Zero_Transitions_exact_teacher,random_PDFA_nominal_size_1000_2,1000,725,4,65.87571058818139,28017,143,5,22,1.0,0.049,False,True,True
