,Algorithm,Instance,Number of States,Extracted Number of States,RunNumber,Time(s),LastTokenQuery,EquivalenceQuery,Tree Depth,Inner Nodes,Accuracy_in_target,Accuracy_anywhere,IsEquivalentExact,IsEquivalentOmitZero
146,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_6,51,52,7,0.15563319250941277,4851,2,1,1,1.0,0.07,False,True
147,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_6,51,52,8,0.15370819345116615,4851,2,1,1,1.0,0.07,False,True
148,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_6,51,52,9,0.16012154519557953,4851,2,1,1,1.0,0.07,False,True
149,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_5_6,51,52,10,0.3630705960094929,4851,2,1,1,1.0,0.07,False,True
150,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_9,51,40,1,0.17476217821240425,3421,4,3,3,1.0,0.052,False,True
151,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_9,51,40,2,0.17898690328001976,3421,4,3,3,1.0,0.052,False,True
152,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_9,51,40,3,0.17684153839945793,3421,4,3,3,1.0,0.052,False,True
153,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_9,51,40,4,0.17500024661421776,3421,4,3,3,1.0,0.052,False,True
154,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_9,51,40,5,0.17841074243187904,3421,4,3,3,1.0,0.052,False,True
155,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_9,51,40,6,0.17469240725040436,3421,4,3,3,1.0,0.052,False,True
156,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_9,51,40,7,0.18528034165501595,3421,4,3,3,1.0,0.052,False,True
157,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_9,51,40,8,0.19240593165159225,3421,4,3,3,1.0,0.052,False,True
158,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_9,51,40,9,0.19886653870344162,3421,4,3,3,1.0,0.052,False,True
159,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_9_9,51,40,10,0.18009460344910622,3421,4,3,3,1.0,0.052,False,True
160,QuantNaryTreeLearner_Omit_Zero_Transitions,random_PDFA_nominal_size_0_7_2,51,52,1,0.1404518000781536,3520,2,1,1,1.0,0.054,False,True
